_ID,index_in_page,NAME,GROUP,DAY/TIME/ROOM1,DAY/TIME/ROOM2,DAY/TIME/ROOM3,DAY/TIME/ROOM4,PROFESSORS,PROFESSOR1,PROFESSOR2,PROFESSOR3,PROFESSOR4,DAY1,TIME1,ROOM1,DAY2,TIME2,ROOM2,DAY3,TIME3,ROOM3,DAY4,TIME4,ROOM4
0,1,ADMINISTRACION Y MANEJO DE PERSONAL,A,SABADO/9-12/F6,,,,ALDELMO EMMANUEL ISRAEL REYES PABLO,ALDELMO EMMANUEL ISRAEL REYES PABLO,,,,SABADO,9-12,F6,,,,,,,,,
1,2,ALEMAN I,A,SABADO/8-11/F7,,,,MA. ISABEL DELGADILLO CANO,MA. ISABEL DELGADILLO CANO,,,,SABADO,8-11,F7,,,,,,,,,
2,3,ALGEBRA LINEAL,A,LUNES/8-10/AUDITORIO EDIF. G,MIERCOLES/8-10/AUDITORIO EDIF. G,,,MIGUEL ANGEL VALLEJO HERNANDEZ,MIGUEL ANGEL VALLEJO HERNANDEZ,,,,LUNES,8-10,AUDITORIO EDIF. G,MIERCOLES,8-10,AUDITORIO EDIF. G,,,,,,
3,4,ALGEBRA LINEAL,B,MARTES/8-10/F1,JUEVES/8-10/F1,,,TEODORO CORDOVA FRAGA,TEODORO CORDOVA FRAGA,,,,MARTES,8-10,F1,JUEVES,8-10,F1,,,,,,
4,5,ALGEBRA LINEAL,C,MARTES/10-12/F1,JUEVES/10-12/F1,,,OCTAVIO JOSE OBREGON DIAZ,OCTAVIO JOSE OBREGON DIAZ,,,,MARTES,10-12,F1,JUEVES,10-12,F1,,,,,,
5,6,ALGEBRA LINEAL,D,MIERCOLES/12-14/F1,VIERNES/12-14/F1,,,ERASTO ORTIZ RICARDO,ERASTO ORTIZ RICARDO,,,,MIERCOLES,12-14,F1,VIERNES,12-14,F1,,,,,,
6,7,ALGEBRA LINEAL,E,LUNES/15-17/G1,MIERCOLES/15-17/G1,,,JOSE DE JESUS BERNAL ALVARADO,JOSE DE JESUS BERNAL ALVARADO,,,,LUNES,15-17,G1,MIERCOLES,15-17,G1,,,,,,
7,8,ANALISIS DE CIRCUITOS,A,MARTES/8-10/LAB. DE ELECTRONICA EDIF. G,JUEVES/8-12/LAB. DE ELECTRONICA EDIF. G,,,CARLOS VILLASENOR MORA,CARLOS VILLASENOR MORA,,,,MARTES,8-10,LAB. DE ELECTRONICA EDIF. G,JUEVES,8-12,LAB. DE ELECTRONICA EDIF. G,,,,,,
8,9,ANALISIS DE CIRCUITOS,B,LUNES/12-16/LAB. DE ELECTRONICA EDIF.G,MIERCOLES/8-10/LAB. DE ELECTRONICA EDIF. G,,,JOSE MARCO BALLEZA ORDAZ,JOSE MARCO BALLEZA ORDAZ,,,,LUNES,12-16,LAB. DE ELECTRONICA EDIF.G,MIERCOLES,8-10,LAB. DE ELECTRONICA EDIF. G,,,,,,
9,10,ANALISIS DE LA CULTURA MEXICANA,A,LUNES/16-19/AUDITORIO DEL EDIF. G,,,,FERNANDO AGUAS ANGEL,FERNANDO AGUAS ANGEL,,,,LUNES,16-19,AUDITORIO DEL EDIF. G,,,,,,,,,
10,11,ANALISIS TENSORIAL,A,MARTES/15-17/F8,JUEVES/15-17/F8,,,OWEN PAVEL FERNANDEZ PIEDRA,OWEN PAVEL FERNANDEZ PIEDRA,,,,MARTES,15-17,F8,JUEVES,15-17,F8,,,,,,
11,12,ANALISIS VECTORIAL,A,LUNES/10-12/F5,MIERCOLES/12-14/G1,,,OWEN PAVEL FERNANDEZ PIEDRA,OWEN PAVEL FERNANDEZ PIEDRA,,,,LUNES,10-12,F5,MIERCOLES,12-14,G1,,,,,,
12,13,ANALISIS VECTORIAL,B,LUNES/10-12/G1,JUEVES/10-12/G1,,,OSCAR LOPEZ AGUAYO,OSCAR LOPEZ AGUAYO,,,,LUNES,10-12,G1,JUEVES,10-12,G1,,,,,,
13,14,ANALISIS VECTORIAL,C,MARTES/15-17/F6,JUEVES/15-17/F6,,,WILFREDO YUPANQUI CARPIO,WILFREDO YUPANQUI CARPIO,,,,MARTES,15-17,F6,JUEVES,15-17,F6,,,,,,
14,15,ANATOMIA Y FISIOLOGIA I,A,LUNES/8-10/C2,MIERCOLES/8-10/C2,,,JOSE FIDEL BAIZABAL CARVALLO,JOSE FIDEL BAIZABAL CARVALLO,,,,LUNES,8-10,C2,MIERCOLES,8-10,C2,,,,,,
15,16,ANATOMIA Y FISIOLOGIA II,A,MARTES/8-10/C2,JUEVES/8-10/C2,,,VICTOR HUGO HERNANDEZ GONZALEZ,VICTOR HUGO HERNANDEZ GONZALEZ,,,,MARTES,8-10,C2,JUEVES,8-10,C2,,,,,,
16,17,ARQUITECTURA DE MICROCONTROLADORES,A,MARTES/10-14/LAB. DE ELECTRONICA EDIF. G,JUEVES/12-14/LAB. DE ELECTRONICA EDIF. G,,,CARLOS VILLASENOR MORA,CARLOS VILLASENOR MORA,,,,MARTES,10-14,LAB. DE ELECTRONICA EDIF. G,JUEVES,12-14,LAB. DE ELECTRONICA EDIF. G,,,,,,
17,18,ASPECTOS BASICOS DEL PROCESO DEL CURTIDO,A,VIERNES/15-19/LAB. DE CURTIDO,,,,JUAN FRANCISCO RAYAS ROJAS,JUAN FRANCISCO RAYAS ROJAS,,,,VIERNES,15-19,LAB. DE CURTIDO,,,,,,,,,
18,19,BALANCE DE MATERIA Y ENERGIA,A,LUNES/12-14/F8,JUEVES/10-12/F8,,,CARLOS EDUARDO MOLINA GUERRERO,CARLOS EDUARDO MOLINA GUERRERO,,,,LUNES,12-14,F8,JUEVES,10-12,F8,,,,,,
19,20,BALANCE DE MATERIA Y ENERGIA,B,MIERCOLES/15-17/F6,VIERNES/15-17/F7,,,JOSE ANTONIO REYES AGUILERA,JOSE ANTONIO REYES AGUILERA,,,,MIERCOLES,15-17,F6,VIERNES,15-17,F7,,,,,,
20,21,BASES FISICAS PARA EL DIAGNOSTICO POR IMAGENES,A,MARTES/15-18/C2,VIERNES/12-15/C3,,,MODESTO ANTONIO SOSA AQUINO/ARTURO GONZALEZ VEGA/TEODORO CORDOVA FRAGA/FRANCISCO MIGUEL VARGAS LUNA,MODESTO ANTONIO SOSA AQUINO,ARTURO GONZALEZ VEGA,TEODORO CORDOVA FRAGA,FRANCISCO MIGUEL VARGAS LUNA,MARTES,15-18,C2,VIERNES,12-15,C3,,,,,,
21,22,BIOESTADISTICA,A,LUNES/8-10/F8,VIERNES/8-10/F2,,,TEODORO CORDOVA FRAGA,TEODORO CORDOVA FRAGA,,,,LUNES,8-10,F8,VIERNES,8-10,F2,,,,,,
22,23,BIOFISICA,A,MARTES/8-10/,JUEVES/8-10/,,,JOSE DE JESUS BERNAL ALVARADO,JOSE DE JESUS BERNAL ALVARADO,,,,MARTES,8-10,PENDIENTE,JUEVES,8-10,,,,,,,
23,24,BIOFISICA MEDICA,A,MARTES/10-12/C2,MIERCOLES/10-12/C2,,,MODESTO ANTONIO SOSA AQUINO/VICTOR HUGO HERNANDEZ GONZALEZ,MODESTO ANTONIO SOSA AQUINO,VICTOR HUGO HERNANDEZ GONZALEZ,,,MARTES,10-12,C2,MIERCOLES,10-12,C2,,,,,,
24,25,BIOLOGIA CELULAR,A-I,LUNES/10-12/F7,JUEVES/8-9/F9,JUEVES/15-18/LAB. DE BIOLOGIA EDIF. G,,SILVIA ALEJANDRA LOPEZ JUAREZ,SILVIA ALEJANDRA LOPEZ JUAREZ,,,,LUNES,10-12,F7,JUEVES,8-9,F9,JUEVES,15-18,LAB. DE BIOLOGIA EDIF. G,,,
25,26,BIOLOGIA CELULAR,B-II,MARTES/12-13/F5,JUEVES/12-14/F7,"MIERCOLES/12-15/LAB. DE BIOLOGIA, EDIF. G",,GUSTAVO BASURTO ISLAS,GUSTAVO BASURTO ISLAS,,,,MARTES,12-13,F5,JUEVES,12-14,F7,MIERCOLES,12-15,"LAB. DE BIOLOGIA, EDIF. G",,,
26,27,BIOMECANICA,A-I,"LUNES/10-14/LAB. DE BOMECANICA, EDIF. C",MIERCOLES/12-14/AUDITORIO EDIF. B,,,ARTURO VEGA GONZALEZ/ARGELIA ROSILLO DE LA TORRE,ARTURO VEGA GONZALEZ,ARGELIA ROSILLO DE LA TORRE,,,LUNES,10-14,"LAB. DE BOMECANICA, EDIF. C",MIERCOLES,12-14,AUDITORIO EDIF. B,,,,,,
27,28,BIOMECANICA,A-II,MIERCOLES/12-14/AUDITORIO EDIF. B,"JUEVES/12-16/LAB. DE BIOMECANICA, EDIF. C",,,ARTURO VEGA GONZALEZ/ARGELIA ROSILLO DE LA TORRE,ARTURO VEGA GONZALEZ,ARGELIA ROSILLO DE LA TORRE,,,MIERCOLES,12-14,AUDITORIO EDIF. B,JUEVES,12-16,"LAB. DE BIOMECANICA, EDIF. C",,,,,,
28,29,BIOQUIMICA,A-I,MARTES/10-11/F9,MIERCOLES/10-11/AUDITORIO DEL EDIF. G,VIERNES/11-12/F7,VIERNES/8-11/LAB. DE BIOLOGIA EDIF. G,LAURA EDITH CASTELLANO TORRES,LAURA EDITH CASTELLANO TORRES,,,,MARTES,10-11,F9,MIERCOLES,10-11,AUDITORIO DEL EDIF. G,VIERNES,11-12,F7,VIERNES,8-11,LAB. DE BIOLOGIA EDIF. G
29,30,BIOSEGURIDAD,A,LUNES/11-13/C3,JUEVES/8-10/C3,,,ARGELIA ROSILLO DE LA TORRE,ARGELIA ROSILLO DE LA TORRE,,,,LUNES,11-13,C3,JUEVES,8-10,C3,,,,,,
30,31,BIOTECNOLOGIA,A,LUNES/15-18/C3,"JUEVES/12-15/LAB. DE BIOLOGIA, EDIF. G",,,VICTOR HUGO HERNANDEZ GONZALEZ/SILVIA ALEJANDRA LOPEZ JUAREZ,VICTOR HUGO HERNANDEZ GONZALEZ,SILVIA ALEJANDRA LOPEZ JUAREZ,,,LUNES,15-18,C3,JUEVES,12-15,"LAB. DE BIOLOGIA, EDIF. G",,,,,,
31,32,CALCULO DE VARIAS VARIABLES,A,MARTES/8-10/F8,JUEVES/8-10/F8,,,JULIO CESAR LOPEZ DOMINGUEZ,JULIO CESAR LOPEZ DOMINGUEZ,,,,MARTES,8-10,F8,JUEVES,8-10,F8,,,,,,
32,33,CALCULO DE VARIAS VARIABLES,B,LUNES/15-17/F8,MIERCOLES/15-17/F8,,,AMERICA NOEMI MORALES ANDA,AMERICA NOEMI MORALES ANDA,,,,LUNES,15-17,F8,MIERCOLES,15-17,F8,,,,,,
33,34,CALCULO DE VARIAS VARIABLES,C,MARTES/15-17/F5,JUEVES/15-17/F5,,,LUIS ARTURO URENA LOPEZ,LUIS ARTURO URENA LOPEZ,,,,MARTES,15-17,F5,JUEVES,15-17,F5,,,,,,
34,35,CALCULO DIFERENCIAL,A,LUNES/10-12/F1,MIERCOLES/10-12/F1,,,MIGUEL ANGEL VALLEJO HERNANDEZ,MIGUEL ANGEL VALLEJO HERNANDEZ,,,,LUNES,10-12,F1,MIERCOLES,10-12,F1,,,,,,
35,36,CALCULO DIFERENCIAL,B,MARTES/10-12/F2,JUEVES/10-12/F2,,,LORENA BERENICE VELAZQUEZ IBARRA,LORENA BERENICE VELAZQUEZ IBARRA,,,,MARTES,10-12,F2,JUEVES,10-12,F2,,,,,,
36,37,CALCULO DIFERENCIAL,C,MARTES/12-14/AUDITORIO DEL EDIF. G,JUEVES/12-14/F8,,,LORENA BERENICE VELAZQUEZ IBARRA,LORENA BERENICE VELAZQUEZ IBARRA,,,,MARTES,12-14,AUDITORIO DEL EDIF. G,JUEVES,12-14,F8,,,,,,
37,38,CALCULO DIFERENCIAL,D,MARTES/15-17/SALA 921 EDIFICIO F DEL CIO,JUEVES/15-17/SALA 921 EDIFICIO F DEL CIO,,,MOISES CYWIAK,MOISES CYWIAK,,,,MARTES,15-17,SALA 921 EDIFICIO F DEL CIO,JUEVES,15-17,SALA 921 EDIFICIO F DEL CIO,,,,,,
38,39,CALCULO DIFERENCIAL,E,LUNES/12-14/C2,JUEVES/12-14/C2,,,CARSTEN HOLTFORT,CARSTEN HOLTFORT,,,,LUNES,12-14,C2,JUEVES,12-14,C2,,,,,,
39,40,CALCULO INTEGRAL,A,MARTES/10-12/AUDITORIO DEL EDIF. B,JUEVES/10-12/ C2,,,JOSE SOCORRO GARCIA DIAZ,JOSE SOCORRO GARCIA DIAZ,,,,MARTES,10-12,AUDITORIO DEL EDIF. B,JUEVES,10-12,C2,,,,,,
40,41,CALCULO INTEGRAL,B,MIERCOLES/10-12/F5,VIERNES/10-12/F8,,,PENDIENTE,PENDIENTE,,,,MIERCOLES,10-12,F5,VIERNES,10-12,F8,,,,,,
41,42,CALCULO INTEGRAL,C,LUNES/12-14/F2,MIERCOLES/12-14/F2,,,ETNA DAFNE YANEZ ROLDAN,ETNA DAFNE YANEZ ROLDAN,,,,LUNES,12-14,F2,MIERCOLES,12-14,F2,,,,,,
42,43,CALCULO INTEGRAL,D,MARTES/12-14/F1,JUEVES/12-14/F1,,,MODESTO ANTONIO SOSA AQUINO,MODESTO ANTONIO SOSA AQUINO,,,,MARTES,12-14,F1,JUEVES,12-14,F1,,,,,,
43,44,CALCULO INTEGRAL,E,LUNES/15-17/F2,MIERCOLES/15-17/F2,,,FRANCISCO SASTRE CARMONA,FRANCISCO SASTRE CARMONA,,,,LUNES,15-17,F2,MIERCOLES,15-17,F2,,,,,,
44,45,CALCULO INTEGRAL,F,MARTES/15-17/F2,JUEVES/15-17/F2,,,FRANCISCO SASTRE CARMONA,FRANCISCO SASTRE CARMONA,,,,MARTES,15-17,F2,JUEVES,15-17,F2,,,,,,
45,46,CALCULO INTEGRAL,G,MIERCOLES/12-14/ F7,VIERNES/12-14/ F7,,,JOHAN MANUEL ZUNIGA COLLAZOS,JOHAN MANUEL ZUNIGA COLLAZOS,,,,MIERCOLES,12-14,F7,VIERNES,12-14,F7,,,,,,
46,47,CINETICA QUIMICA Y CATALISIS,A-I,LUNES/12-14/F9,JUEVES/9-10/F9,MARTES/8-11/LAB. DE QUIMICA EDIF. G,,ANDREA CEJA FERNANDEZ,ANDREA CEJA FERNANDEZ,,,,LUNES,12-14,F9,JUEVES,9-10,F9,MARTES,8-11,LAB. DE QUIMICA EDIF. G,,,
47,48,COSMOLOGIA,A,MARTES/17-19/ SALA DE JUNTAS EDIF. B,VIERNES/17-19/SALA DE JUNTAS EDIF. B,,,ALMA XOCHITL GONZALEZ MORALES,ALMA XOCHITL GONZALEZ MORALES,,,,MARTES,17-19,SALA DE JUNTAS EDIF. B,VIERNES,17-19,SALA DE JUNTAS EDIF. B,,,,,,
48,49,DEBATES ETICOS CONTEMPORANEOS Y DERECHOS HUMANOS,A,MIERCOLES/16-19/AUDITORIO EDIF. G,,,,FERNANDO AGUAS ANGEL,FERNANDO AGUAS ANGEL,,,,MIERCOLES,16-19,AUDITORIO EDIF. G,,,,,,,,,
49,50,DESARROLLO HISTORICO DE LA FISICA MODERNA,A,MIERCOLES/10-12/AUDITORIO DEL EDIF. B,VIERNES/10-11/AUDITORIO DEL EDIFICIO B,,,JUAN BARRANCO MONARCA,JUAN BARRANCO MONARCA,,,,MIERCOLES,10-12,AUDITORIO DEL EDIF. B,VIERNES,10-11,AUDITORIO DEL EDIFICIO B,,,,,,
50,51,DISENO DE PROCESOS,A,MARTES/8-10/ F6,VIERNES/8-10/ CENTRO DE COMPUTO 2,,,JOSE DE JESUS IBARRA SANCHEZ,JOSE DE JESUS IBARRA SANCHEZ,,,,MARTES,8-10,F6,VIERNES,8-10,CENTRO DE COMPUTO 2,,,,,,
51,52,ECUACIONES DIFERENCIALES ORDINARIAS,A,LUNES/10-12/C2,JUEVES/10-12/F7,,,FRANCISCO MIGUEL VARGAS LUNA,FRANCISCO MIGUEL VARGAS LUNA,,,,LUNES,10-12,C2,JUEVES,10-12,F7,,,,,,
52,53,ECUACIONES DIFERENCIALES ORDINARIAS,B,LUNES/12-14/F5,MIERCOLES/12-14/F5,,,FRANCISCO MIGUEL VARGAS LUNA,FRANCISCO MIGUEL VARGAS LUNA,,,,LUNES,12-14,F5,MIERCOLES,12-14,F5,,,,,,
53,54,ECUACIONES DIFERENCIALES ORDINARIAS,C,MARTES/17-19/F5,JUEVES/17-19/F5,,,LUIS ARTURO URENA LOPEZ,LUIS ARTURO URENA LOPEZ,,,,MARTES,17-19,F5,JUEVES,17-19,F5,,,,,,
54,55,ECUACIONES DIFERENCIALES PARCIALES,A,MIERCOLES/8-10/F2,VIERNES/10-12/C2,,,CARLOS ANDRES SAAVEDRA SALAZAR,CARLOS ANDRES SAAVEDRA SALAZAR,,,,MIERCOLES,8-10,F2,VIERNES,10-12,C2,,,,,,
55,56,ELECTRICIDAD Y MAGNETISMO,A-VI,MARTES/10-12/F6,JUEVES/10-12/F6,"VIERNES/8-10/LAB. DE FISICA MODERNA,  EDIF. G",,JULIAN FELIX VALDEZ/GERARDO GUTIERREZ JUAREZ,JULIAN FELIX VALDEZ,GERARDO GUTIERREZ JUAREZ,,,MARTES,10-12,F6,JUEVES,10-12,F6,VIERNES,8-10,"LAB. DE FISICA MODERNA,  EDIF. G",,,
56,57,ELECTRICIDAD Y MAGNETISMO,A-VII,MARTES/10-12/F6,JUEVES/10-12/F6,"LUNES/10-12/LAB. DE FISICA MODERNA, EDIF. G",,JULIAN FELIX VALDEZ/JOSE SOCORRO GARCIA DIAZ,JULIAN FELIX VALDEZ,JOSE SOCORRO GARCIA DIAZ,,,MARTES,10-12,F6,JUEVES,10-12,F6,LUNES,10-12,"LAB. DE FISICA MODERNA, EDIF. G",,,
57,58,ELECTRICIDAD Y MAGNETISMO,B-IX,JUEVES/10-12/F5,VIERNES/10-12/F5,"VIERNES/12-14/LAB. DE FISICA MODERNA, EDIF. G",,ERICK SARMIENTO GOMEZ/ GEORFREY HUMBERTO ISRAEL MAURY CUNA,ERICK SARMIENTO GOMEZ,GEORFREY HUMBERTO ISRAEL MAURY CUNA,,,JUEVES,10-12,F5,VIERNES,10-12,F5,VIERNES,12-14,"LAB. DE FISICA MODERNA, EDIF. G",,,
58,59,ELECTRICIDAD Y MAGNETISMO,B-V,JUEVES/10-12/F5,VIERNES/10-12/F5,"LUNES/12-14/LAB. DE FISICA MODERNA, EDIF. G",,ERICK SARMIENTO GOMEZ/JULIAN FELIX VALDEZ,ERICK SARMIENTO GOMEZ,JULIAN FELIX VALDEZ,,,JUEVES,10-12,F5,VIERNES,10-12,F5,LUNES,12-14,"LAB. DE FISICA MODERNA, EDIF. G",,,
59,60,ELECTRICIDAD Y MAGNETISMO,C-III,LUNES/10-12/F8,JUEVES/12-14/G1,"MIERCOLES/10-12/LAB. DE FISICA MODERNA, EDIF. G",,GEORFREY HUMBERTO ISRAEL MAURY CUNA/JULIAN FELIX VALDEZ,GEORFREY HUMBERTO ISRAEL MAURY CUNA,JULIAN FELIX VALDEZ,,,LUNES,10-12,F8,JUEVES,12-14,G1,MIERCOLES,10-12,"LAB. DE FISICA MODERNA, EDIF. G",,,
60,61,ELECTRICIDAD Y MAGNETISMO,C-IV,LUNES/10-12/F8,JUEVES/12-14/G1,"MARTES/10-12/LAB. DE FISICA MODERNA, EDIF. G",,GEORFREY HUMBERTO ISRAEL MAURY CUNA,GEORFREY HUMBERTO ISRAEL MAURY CUNA,,,,LUNES,10-12,F8,JUEVES,12-14,G1,MARTES,10-12,"LAB. DE FISICA MODERNA, EDIF. G",,,
61,62,ELECTRICIDAD Y MAGNETISMO,D-I,LUNES/12-14/F1,VIERNES/12-14/F2,"JUEVES/8-10/LAB. DE FISICA MODERNA, EDIF. G",,GERARDO GUTIERREZ JUAREZ/JULIAN FELIX VALDEZ,GERARDO GUTIERREZ JUAREZ,JULIAN FELIX VALDEZ,,,LUNES,12-14,F1,VIERNES,12-14,F2,JUEVES,8-10,"LAB. DE FISICA MODERNA, EDIF. G",,,
62,63,ELECTRICIDAD Y MAGNETISMO,D-II,LUNES/12-14/F1,VIERNES/12-14/F2,"MIERCOLES/12-14/LAB. DE FISICA MODERNA, EDIF. G",,GERARDO GUTIERREZ JUAREZ/JULIAN FELIX VALDEZ,GERARDO GUTIERREZ JUAREZ,JULIAN FELIX VALDEZ,,,LUNES,12-14,F1,VIERNES,12-14,F2,MIERCOLES,12-14,"LAB. DE FISICA MODERNA, EDIF. G",,,
63,64,ELECTRICIDAD Y MAGNETISMO,E-V,LUNES/15-17/F6,VIERNES/15-17/F6,"LUNES/12-14/LAB. DE FISICA MODERNA, EDIF. G",,PENDIENTE/ JULIAN FELIX VALDEZ,PENDIENTE,JULIAN FELIX VALDEZ,,,LUNES,15-17,F6,VIERNES,15-17,F6,LUNES,12-14,"LAB. DE FISICA MODERNA, EDIF. G",,,
64,65,ELECTRICIDAD Y MAGNETISMO,E-VIII,LUNES/15-17/F6,VIERNES/15-17/F6,"JUEVES/12-14/LAB. DE FISICA MODERNAL, EDIF. G",,PENDIENTE/ LENIN FRANCISCO ESCAMILLA HERRERA,PENDIENTE,LENIN FRANCISCO ESCAMILLA HERRERA,,,LUNES,15-17,F6,VIERNES,15-17,F6,JUEVES,12-14,"LAB. DE FISICA MODERNAL, EDIF. G",,,
65,66,ELECTROMAGNETISMO,A,LUNES/8-10/ G1,MARTES/10-12/ F7,,,CARLOS ANDRES SAAVEDRA SALAZAR,CARLOS ANDRES SAAVEDRA SALAZAR,,,,LUNES,8-10,G1,MARTES,10-12,F7,,,,,,
66,67,ELECTROMAGNETISMO,B,MARTES/8-10/F7,JUEVES/8-10/ F7,,,RAMON CASTANEDA PRIEGO,RAMON CASTANEDA PRIEGO,,,,MARTES,8-10,F7,JUEVES,8-10,F7,,,,,,
67,68,ESTRUCTURA DE LA MATERIA,A,MIERCOLES/12-13/ AUDITORIO EDIF. G,JUEVES/10-12/C3,,,LEONARDO ALVAREZ VALTIERRA,LEONARDO ALVAREZ VALTIERRA,,,,MIERCOLES,12-13,AUDITORIO EDIF. G,JUEVES,10-12,C3,,,,,,
68,69,EVALUACION DE TECNOLOGIA HOSPITALARIA,A,MARTES/17-19/F9,JUEVES/17-19/F9,,,JOSE GONZALEZ CRUZ,JOSE GONZALEZ CRUZ,,,,MARTES,17-19,F9,JUEVES,17-19,F9,,,,,,
69,70,FENOMENOLOGIA DE LAS PARTICULAS ELEMENTALES,A,VIERNES/10-14/SALA DE JUNTAS EDIF. A,,,,DAVID YVES GHISLAIN DELEPINE,DAVID YVES GHISLAIN DELEPINE,,,,VIERNES,10-14,SALA DE JUNTAS EDIF. A,,,,,,,,,
70,71,FENOMENOS DE TRANSPORTE,A,MIERCOLES/8-10/F5,VIERNES/8-10/F5,,,IRAIS AMARANTA QUINTERO ORTEGA,IRAIS AMARANTA QUINTERO ORTEGA,,,,MIERCOLES,8-10,F5,VIERNES,8-10,F5,,,,,,
